age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency
37,64.2,159.7,25.17,male,muscle_gain,beginner,Strength Training,32,165.2,3
32,77.0,154.7,32.17,female,general_fitness,beginner,Mixed Training,31,216.6,4
22,84.2,170.5,28.96,male,weight_loss,advanced,Cardio + HIIT,68,595.5,6
40,85.9,158.2,34.32,female,muscle_gain,intermediate,Strength Training,46,312.8,5
60,82.0,161.1,31.6,female,general_fitness,advanced,Mixed Training,61,389.7,6
19,124.7,165.9,45.31,male,muscle_gain,intermediate,Strength Training,57,624.9,5
51,105.0,163.0,39.52,female,muscle_gain,beginner,Strength Training,34,266.3,3
21,98.6,154.4,41.36,female,weight_loss,intermediate,Cardio + HIIT,57,587.3,4
46,49.2,154.5,20.61,male,endurance,beginner,Running + Cycling,38,215.0,4
34,121.8,159.7,47.76,male,weight_loss,advanced,Cardio + HIIT,64,763.9,6
59,122.3,152.5,52.59,female,weight_loss,beginner,Cardio + HIIT,31,324.2,3
54,111.3,181.3,33.86,male,endurance,intermediate,Running + Cycling,46,563.2,4
42,45.6,164.4,16.87,male,muscle_gain,beginner,Strength Training,31,110.7,3
25,49.9,164.0,18.55,female,general_fitness,intermediate,Mixed Training,44,206.3,4
41,64.1,166.6,23.09,female,general_fitness,advanced,Mixed Training,55,305.4,6
34,56.2,183.1,16.76,male,endurance,intermediate,Running + Cycling,53,364.9,5
54,78.9,193.5,21.07,female,flexibility,intermediate,Yoga + Stretching,57,197.9,4
18,123.4,188.0,34.91,female,endurance,advanced,Running + Cycling,67,800.0,5
60,85.1,186.4,24.49,male,weight_loss,intermediate,Cardio + HIIT,47,340.0,5
28,46.1,174.2,15.19,female,flexibility,beginner,Yoga + Stretching,32,80.0,4
43,69.0,184.7,20.23,male,weight_loss,beginner,Cardio + HIIT,34,219.4,4
35,48.8,177.6,15.47,male,muscle_gain,intermediate,Strength Training,56,222.0,4
43,48.1,160.8,18.6,female,flexibility,intermediate,Yoga + Stretching,45,101.2,5
23,68.4,160.4,26.59,female,muscle_gain,beginner,Strength Training,39,230.1,3
56,68.4,164.8,25.18,male,general_fitness,beginner,Mixed Training,39,212.7,3
54,111.9,195.5,29.28,female,weight_loss,advanced,Cardio + HIIT,70,689.3,5
16,127.9,177.4,40.64,female,endurance,beginner,Running + Cycling,32,547.4,4
18,76.6,186.7,21.98,female,weight_loss,intermediate,Cardio + HIIT,58,470.9,5
28,81.5,167.3,29.12,male,endurance,beginner,Running + Cycling,44,452.7,3
43,116.8,170.4,40.23,female,flexibility,advanced,Yoga + Stretching,69,376.8,6
64,67.8,156.3,27.75,male,endurance,beginner,Running + Cycling,27,189.9,3
40,58.3,158.6,23.18,male,weight_loss,intermediate,Cardio + HIIT,45,249.2,5
48,117.5,191.4,32.07,female,weight_loss,beginner,Cardio + HIIT,32,342.2,3
53,49.0,179.2,15.26,female,weight_loss,intermediate,Cardio + HIIT,55,238.5,4
21,97.7,166.9,35.07,female,endurance,advanced,Running + Cycling,69,800.0,6
59,92.8,190.1,25.68,male,general_fitness,beginner,Mixed Training,37,269.1,4
60,74.4,162.3,28.24,male,weight_loss,intermediate,Cardio + HIIT,59,373.1,4
47,71.8,198.8,18.17,female,endurance,intermediate,Running + Cycling,54,443.5,5
60,110.6,167.2,39.56,male,general_fitness,beginner,Mixed Training,42,361.9,3
62,52.3,166.9,18.78,female,muscle_gain,advanced,Strength Training,67,245.3,5
36,65.1,165.6,23.74,male,endurance,beginner,Running + Cycling,32,252.6,3
31,107.3,156.1,44.03,female,flexibility,intermediate,Yoga + Stretching,53,282.9,4
36,91.6,155.6,37.83,female,weight_loss,beginner,Cardio + HIIT,35,311.0,3
26,55.9,182.4,16.8,female,weight_loss,beginner,Cardio + HIIT,30,171.1,3
52,120.0,193.8,31.95,female,weight_loss,beginner,Cardio + HIIT,25,267.0,3
51,78.4,189.5,21.83,female,general_fitness,intermediate,Mixed Training,41,263.7,4
50,115.4,157.1,46.76,male,general_fitness,intermediate,Mixed Training,52,495.1,5
34,112.0,177.3,35.63,male,flexibility,intermediate,Yoga + Stretching,40,219.5,5
35,98.1,155.3,40.67,female,weight_loss,beginner,Cardio + HIIT,28,267.8,3
33,87.0,152.3,37.51,male,muscle_gain,beginner,Strength Training,26,185.7,3
62,128.3,182.8,38.39,female,weight_loss,advanced,Cardio + HIIT,75,800.0,5
56,57.3,176.8,18.33,male,weight_loss,advanced,Cardio + HIIT,74,368.9,6
64,106.6,154.1,44.89,male,endurance,beginner,Running + Cycling,40,442.4,3
29,61.3,151.7,26.64,male,general_fitness,intermediate,Mixed Training,42,237.2,4
30,73.8,199.5,18.54,female,general_fitness,beginner,Mixed Training,41,277.4,3
46,71.2,151.5,31.02,female,endurance,advanced,Running + Cycling,59,483.1,6
16,125.5,172.2,42.32,female,weight_loss,advanced,Cardio + HIIT,62,800.0,6
18,127.2,175.2,41.44,female,weight_loss,advanced,Cardio + HIIT,66,800.0,6
31,60.6,155.9,24.93,male,muscle_gain,advanced,Strength Training,66,331.6,5
38,46.9,158.5,18.67,male,flexibility,beginner,Yoga + Stretching,25,80.0,3
26,106.2,167.6,37.81,female,flexibility,advanced,Yoga + Stretching,55,297.9,6
27,80.5,188.1,22.75,female,muscle_gain,intermediate,Strength Training,54,367.7,4
25,52.6,175.4,17.1,male,muscle_gain,beginner,Strength Training,41,184.2,4
47,103.1,181.9,31.16,female,weight_loss,intermediate,Cardio + HIIT,41,386.8,5
31,91.3,199.3,22.99,male,weight_loss,advanced,Cardio + HIIT,71,645.0,5
23,128.3,188.4,36.15,male,muscle_gain,advanced,Strength Training,74,800.0,5
53,64.3,171.7,21.81,female,weight_loss,beginner,Cardio + HIIT,33,187.8,3
27,79.3,172.3,26.71,male,muscle_gain,intermediate,Strength Training,51,342.1,4
39,91.1,180.9,27.84,male,general_fitness,advanced,Mixed Training,58,462.6,6
43,112.3,183.3,33.42,male,endurance,beginner,Running + Cycling,37,485.6,4
23,91.7,175.0,29.94,male,weight_loss,intermediate,Cardio + HIIT,43,408.1,5
43,97.1,182.2,29.25,female,weight_loss,intermediate,Cardio + HIIT,46,417.6,5
51,64.2,151.2,28.08,female,muscle_gain,intermediate,Strength Training,53,253.8,5
41,117.0,171.5,39.78,female,muscle_gain,beginner,Strength Training,33,304.1,4
23,81.4,163.9,30.3,female,muscle_gain,intermediate,Strength Training,40,280.8,4
43,57.0,156.5,23.27,male,muscle_gain,advanced,Strength Training,55,244.3,6
43,101.5,155.0,42.25,male,endurance,intermediate,Running + Cycling,59,699.9,4
52,63.4,180.2,19.52,male,flexibility,advanced,Yoga + Stretching,58,163.6,5
56,53.3,176.2,17.17,male,muscle_gain,beginner,Strength Training,25,96.6,4
51,118.3,162.7,44.69,male,flexibility,beginner,Yoga + Stretching,34,180.0,4
42,84.1,173.5,27.94,female,muscle_gain,intermediate,Strength Training,41,270.1,4
32,108.7,174.6,35.66,female,weight_loss,beginner,Cardio + HIIT,45,484.3,3
24,69.7,159.8,27.29,male,endurance,advanced,Running + Cycling,69,619.2,6
48,111.9,182.6,33.56,female,endurance,beginner,Running + Cycling,27,343.7,4
35,54.5,189.0,15.26,male,general_fitness,intermediate,Mixed Training,48,233.8,4
28,75.3,189.6,20.95,female,endurance,beginner,Running + Cycling,41,389.8,4
43,128.1,180.1,39.49,female,general_fitness,advanced,Mixed Training,75,800.0,6
63,112.5,175.6,36.48,male,general_fitness,beginner,Mixed Training,37,318.6,4
44,87.3,153.1,37.24,male,endurance,beginner,Running + Cycling,27,274.0,4
28,73.9,164.4,27.34,female,muscle_gain,beginner,Strength Training,28,174.2,4
61,119.1,154.7,49.77,female,endurance,advanced,Running + Cycling,58,729.6,5
50,91.3,198.2,23.24,female,general_fitness,beginner,Mixed Training,35,263.6,4
21,109.5,156.8,44.54,female,flexibility,beginner,Yoga + Stretching,31,177.4,4
33,109.1,157.6,43.93,female,weight_loss,beginner,Cardio + HIIT,35,376.1,3
20,46.5,194.5,12.29,male,flexibility,intermediate,Yoga + Stretching,50,122.1,4
62,55.7,197.2,14.32,male,weight_loss,beginner,Cardio + HIIT,34,159.1,4
40,101.1,188.3,28.51,male,muscle_gain,beginner,Strength Training,29,232.1,4
17,58.7,150.3,25.98,male,weight_loss,beginner,Cardio + HIIT,37,231.3,3
25,66.7,150.1,29.6,male,endurance,intermediate,Running + Cycling,51,435.8,5
45,125.5,168.9,43.99,female,general_fitness,intermediate,Mixed Training,49,521.4,5
60,92.6,157.2,37.47,female,weight_loss,intermediate,Cardio + HIIT,46,362.1,5
20,108.8,150.9,47.78,male,weight_loss,advanced,Cardio + HIIT,73,800.0,5
48,92.4,173.2,30.8,female,weight_loss,advanced,Cardio + HIIT,73,613.8,6
16,92.0,197.2,23.66,male,endurance,beginner,Running + Cycling,43,529.1,4
33,53.0,166.2,19.19,male,muscle_gain,advanced,Strength Training,66,287.1,5
47,74.2,183.1,22.13,female,weight_loss,intermediate,Cardio + HIIT,59,400.6,5
62,69.0,182.6,20.69,female,weight_loss,advanced,Cardio + HIIT,69,399.9,6
64,78.2,162.6,29.58,male,muscle_gain,intermediate,Strength Training,44,238.0,5
26,112.9,182.5,33.9,male,weight_loss,intermediate,Cardio + HIIT,53,610.3,5
36,76.6,160.6,29.7,female,endurance,intermediate,Running + Cycling,51,473.7,4
41,83.4,156.1,34.23,male,weight_loss,advanced,Cardio + HIIT,75,591.1,5
40,78.8,185.1,23.0,male,endurance,beginner,Running + Cycling,35,327.5,4
37,52.9,155.7,21.82,female,weight_loss,beginner,Cardio + HIIT,29,148.0,4
42,82.5,199.8,20.67,male,muscle_gain,beginner,Strength Training,40,258.5,4
64,61.6,159.2,24.3,male,weight_loss,beginner,Cardio + HIIT,42,214.7,4
28,60.9,179.7,18.86,male,endurance,intermediate,Running + Cycling,51,392.1,4
48,53.0,170.6,18.21,female,general_fitness,beginner,Mixed Training,29,128.2,3
49,75.3,156.3,30.82,female,general_fitness,beginner,Mixed Training,40,249.9,3
56,109.4,151.4,47.73,male,endurance,advanced,Running + Cycling,66,785.2,6
50,68.5,181.1,20.89,male,muscle_gain,intermediate,Strength Training,41,210.6,5
16,71.5,190.3,19.74,male,flexibility,intermediate,Yoga + Stretching,45,172.1,5
36,99.6,192.1,26.99,male,endurance,beginner,Running + Cycling,45,543.4,3
63,61.6,174.1,20.32,male,weight_loss,beginner,Cardio + HIIT,28,144.0,3
21,121.2,188.9,33.97,female,flexibility,advanced,Yoga + Stretching,67,424.3,5
43,89.2,183.6,26.46,male,muscle_gain,advanced,Strength Training,64,444.8,5
32,83.0,186.2,23.94,male,weight_loss,beginner,Cardio + HIIT,41,336.9,3
20,92.4,174.6,30.31,male,weight_loss,advanced,Cardio + HIIT,68,659.7,6
46,59.1,181.7,17.9,male,weight_loss,advanced,Cardio + HIIT,69,375.2,6
20,97.1,190.3,26.81,male,muscle_gain,advanced,Strength Training,62,526.8,6
53,75.9,169.9,26.29,male,weight_loss,intermediate,Cardio + HIIT,57,382.9,4
18,121.3,190.3,33.5,female,weight_loss,beginner,Cardio + HIIT,27,347.2,4
38,59.4,179.6,18.42,female,weight_loss,intermediate,Cardio + HIIT,56,319.3,5
52,88.1,158.3,35.16,male,endurance,intermediate,Running + Cycling,46,450.9,4
52,95.8,151.2,41.9,female,endurance,beginner,Running + Cycling,37,394.3,3
25,47.8,168.1,16.92,male,muscle_gain,advanced,Strength Training,70,285.8,5
25,75.9,177.3,24.14,male,weight_loss,beginner,Cardio + HIIT,29,225.6,4
34,107.3,192.0,29.11,female,weight_loss,intermediate,Cardio + HIIT,43,452.2,4
32,114.7,156.4,46.89,male,general_fitness,beginner,Mixed Training,34,353.9,4
36,71.6,190.0,19.83,female,muscle_gain,intermediate,Strength Training,52,301.0,5
29,112.9,193.2,30.25,female,muscle_gain,beginner,Strength Training,34,321.5,3
24,127.3,157.5,51.32,female,weight_loss,advanced,Cardio + HIIT,68,800.0,6
61,117.8,192.6,31.76,female,endurance,intermediate,Running + Cycling,51,634.6,4
16,55.0,199.6,13.81,male,muscle_gain,advanced,Strength Training,55,269.7,5
60,107.9,186.3,31.09,female,weight_loss,advanced,Cardio + HIIT,75,687.9,6
28,72.2,189.2,20.17,female,weight_loss,intermediate,Cardio + HIIT,59,430.2,5
19,129.0,199.7,32.35,female,muscle_gain,advanced,Strength Training,74,800.0,6
16,86.3,180.3,26.55,male,flexibility,beginner,Yoga + Stretching,31,143.1,3
64,55.4,165.4,20.25,female,general_fitness,beginner,Mixed Training,33,139.1,4
55,106.6,191.9,28.95,male,endurance,beginner,Running + Cycling,32,373.1,3
47,72.5,180.7,22.2,female,endurance,beginner,Running + Cycling,37,306.8,3
49,129.8,179.1,40.47,male,weight_loss,advanced,Cardio + HIIT,68,798.8,6
43,128.3,162.7,48.47,female,endurance,beginner,Running + Cycling,36,539.8,4
46,100.8,187.8,28.58,male,endurance,intermediate,Running + Cycling,47,544.8,5
23,56.0,154.1,23.58,male,weight_loss,intermediate,Cardio + HIIT,60,347.8,5
54,103.4,196.2,26.86,male,general_fitness,intermediate,Mixed Training,57,475.4,4
41,52.9,166.3,19.13,male,weight_loss,intermediate,Cardio + HIIT,55,274.9,5
49,47.5,156.4,19.42,male,muscle_gain,advanced,Strength Training,65,232.8,5
18,115.0,172.1,38.83,male,endurance,beginner,Running + Cycling,40,609.5,4
27,62.8,152.1,27.15,female,endurance,beginner,Running + Cycling,38,302.8,4
16,77.2,184.2,22.75,female,endurance,intermediate,Running + Cycling,42,433.7,5
59,127.7,195.1,33.55,female,weight_loss,intermediate,Cardio + HIIT,60,655.1,4
20,73.6,191.9,19.99,male,flexibility,intermediate,Yoga + Stretching,41,158.4,5
45,70.2,156.4,28.7,male,muscle_gain,advanced,Strength Training,57,308.4,5
45,123.0,156.3,50.35,male,muscle_gain,intermediate,Strength Training,43,407.7,5
32,54.4,190.7,14.96,female,general_fitness,intermediate,Mixed Training,44,217.2,5
63,109.6,196.2,28.47,female,endurance,beginner,Running + Cycling,34,388.9,3
62,129.0,173.0,43.1,male,weight_loss,intermediate,Cardio + HIIT,59,639.3,4
38,121.6,174.9,39.75,male,flexibility,intermediate,Yoga + Stretching,41,239.3,5
30,100.4,165.9,36.48,female,weight_loss,beginner,Cardio + HIIT,36,361.4,4
52,71.7,194.7,18.91,female,weight_loss,beginner,Cardio + HIIT,29,185.1,3
36,66.6,182.2,20.06,female,muscle_gain,advanced,Strength Training,59,317.6,6
29,114.6,164.4,42.4,female,general_fitness,beginner,Mixed Training,25,263.9,3
17,119.8,164.9,44.06,male,weight_loss,beginner,Cardio + HIIT,28,357.2,4
26,89.7,194.6,23.69,male,endurance,intermediate,Running + Cycling,60,686.2,4
54,65.8,150.7,28.97,male,weight_loss,beginner,Cardio + HIIT,36,208.5,3
53,54.6,166.1,19.79,male,endurance,advanced,Running + Cycling,66,398.6,5
49,52.4,177.7,16.59,male,muscle_gain,beginner,Strength Training,40,158.1,3
53,106.1,157.4,42.83,male,endurance,intermediate,Running + Cycling,56,657.3,4
49,80.7,154.6,33.76,male,weight_loss,intermediate,Cardio + HIIT,60,438.2,5
33,122.0,190.8,33.51,male,endurance,advanced,Running + Cycling,64,800.0,6
45,107.9,194.7,28.46,male,general_fitness,beginner,Mixed Training,41,375.1,4
30,61.3,191.2,16.77,male,endurance,intermediate,Running + Cycling,56,429.1,5
42,97.2,194.9,25.59,male,muscle_gain,intermediate,Strength Training,57,434.0,5
49,82.0,177.7,25.97,female,general_fitness,intermediate,Mixed Training,41,278.9,5
53,94.1,190.6,25.9,female,weight_loss,intermediate,Cardio + HIIT,43,358.1,5
48,107.7,169.2,37.62,male,endurance,intermediate,Running + Cycling,58,710.6,5
39,113.5,183.3,33.78,male,general_fitness,advanced,Mixed Training,65,645.8,6
30,116.7,199.4,29.35,male,weight_loss,beginner,Cardio + HIIT,41,478.5,3
45,66.6,161.3,25.6,female,muscle_gain,beginner,Strength Training,36,184.8,3
57,47.6,169.5,16.57,male,weight_loss,advanced,Cardio + HIIT,56,230.6,6
32,107.8,174.0,35.61,male,endurance,beginner,Running + Cycling,30,400.2,3
20,54.0,156.9,21.94,female,endurance,advanced,Running + Cycling,63,446.5,6
44,71.8,154.1,30.24,male,muscle_gain,intermediate,Strength Training,44,244.8,4
19,45.3,191.5,12.35,male,muscle_gain,intermediate,Strength Training,59,235.0,4
25,102.9,198.8,26.04,male,weight_loss,beginner,Cardio + HIIT,45,474.6,3
32,59.2,170.2,20.44,male,muscle_gain,beginner,Strength Training,33,161.2,4
25,100.7,154.4,42.24,male,weight_loss,intermediate,Cardio + HIIT,47,485.1,5
32,129.3,153.3,55.02,female,general_fitness,advanced,Mixed Training,74,800.0,6
35,51.2,194.6,13.52,male,weight_loss,advanced,Cardio + HIIT,62,309.5,6
39,51.6,173.2,17.2,female,general_fitness,beginner,Mixed Training,45,203.3,3
20,73.9,166.0,26.82,male,endurance,beginner,Running + Cycling,30,291.0,4
49,118.6,173.8,39.26,male,muscle_gain,beginner,Strength Training,27,241.5,3
21,63.3,165.9,23.0,male,endurance,advanced,Running + Cycling,59,487.8,6
17,75.6,174.5,24.83,male,muscle_gain,beginner,Strength Training,33,221.4,3
28,50.8,193.0,13.64,male,muscle_gain,beginner,Strength Training,31,132.5,3
58,109.9,179.6,34.07,male,weight_loss,beginner,Cardio + HIIT,28,264.6,3
58,79.7,184.7,23.36,female,muscle_gain,beginner,Strength Training,31,177.1,3
63,109.5,168.2,38.7,male,weight_loss,advanced,Cardio + HIIT,59,539.5,6
26,121.8,186.9,34.87,male,weight_loss,intermediate,Cardio + HIIT,50,621.2,5
62,64.8,183.3,19.29,male,muscle_gain,beginner,Strength Training,39,176.9,3
38,113.6,156.0,46.68,male,weight_loss,beginner,Cardio + HIIT,26,283.5,4
31,50.0,178.6,15.67,male,weight_loss,beginner,Cardio + HIIT,37,184.1,4
46,121.4,162.8,45.8,male,weight_loss,beginner,Cardio + HIIT,40,446.8,3
26,100.3,190.2,27.73,male,weight_loss,beginner,Cardio + HIIT,31,317.1,4
31,119.3,171.3,40.66,male,weight_loss,intermediate,Cardio + HIIT,47,557.9,5
23,45.0,199.7,11.28,female,general_fitness,beginner,Mixed Training,30,128.1,4
19,59.4,154.6,24.85,male,weight_loss,beginner,Cardio + HIIT,31,194.3,3
55,78.1,189.0,21.86,male,endurance,beginner,Running + Cycling,42,358.8,4
19,77.3,183.7,22.91,female,weight_loss,advanced,Cardio + HIIT,74,603.5,5
40,64.3,188.4,18.12,female,general_fitness,intermediate,Mixed Training,46,257.6,4
18,77.4,165.4,28.29,female,weight_loss,intermediate,Cardio + HIIT,42,344.6,4
47,56.0,174.6,18.37,male,general_fitness,intermediate,Mixed Training,44,206.7,5
18,80.1,189.8,22.24,female,endurance,intermediate,Running + Cycling,40,424.5,5
42,113.2,161.6,43.35,female,weight_loss,beginner,Cardio + HIIT,39,415.0,4
44,85.7,161.3,32.94,male,general_fitness,advanced,Mixed Training,57,416.4,5
47,46.5,177.6,14.74,female,muscle_gain,beginner,Strength Training,32,113.5,4
34,80.8,176.2,26.03,male,weight_loss,intermediate,Cardio + HIIT,48,380.1,4
36,47.3,164.1,17.56,female,flexibility,advanced,Yoga + Stretching,69,158.3,6
20,127.1,164.9,46.74,female,general_fitness,intermediate,Mixed Training,49,599.4,4
33,55.8,163.9,20.77,female,muscle_gain,advanced,Strength Training,56,256.5,6
43,105.2,188.6,29.58,female,muscle_gain,intermediate,Strength Training,59,483.6,5
57,127.7,182.6,38.3,male,flexibility,advanced,Yoga + Stretching,59,325.9,6
37,115.2,191.6,31.38,male,endurance,advanced,Running + Cycling,73,800.0,5
36,104.4,198.8,26.42,female,general_fitness,advanced,Mixed Training,67,622.0,5
21,116.4,173.7,38.58,female,endurance,advanced,Running + Cycling,65,800.0,6
16,128.5,153.3,54.68,female,weight_loss,advanced,Cardio + HIIT,55,756.2,5
20,97.8,152.4,42.11,female,general_fitness,intermediate,Mixed Training,54,508.3,4
56,92.5,164.8,34.06,female,weight_loss,beginner,Cardio + HIIT,42,338.0,3
27,98.4,196.6,25.46,female,weight_loss,beginner,Cardio + HIIT,40,399.5,4
41,90.3,176.2,29.09,male,muscle_gain,intermediate,Strength Training,48,341.3,5
61,99.0,163.6,36.99,male,endurance,advanced,Running + Cycling,55,575.1,6
49,83.2,170.0,28.79,female,weight_loss,intermediate,Cardio + HIIT,50,376.5,4
64,63.6,179.9,19.65,male,flexibility,advanced,Yoga + Stretching,63,166.3,6
29,55.2,182.6,16.56,male,muscle_gain,advanced,Strength Training,65,300.5,5
41,50.8,157.7,20.43,male,muscle_gain,beginner,Strength Training,37,148.0,3
60,67.4,198.9,17.04,female,flexibility,beginner,Yoga + Stretching,26,80.0,4
42,48.9,177.2,15.57,female,muscle_gain,beginner,Strength Training,38,145.6,4
24,93.2,156.8,37.91,female,weight_loss,beginner,Cardio + HIIT,30,288.0,4
41,69.1,194.7,18.23,male,weight_loss,intermediate,Cardio + HIIT,47,306.9,4
62,115.1,153.7,48.72,female,general_fitness,advanced,Mixed Training,72,638.1,5
37,51.3,195.4,13.44,female,weight_loss,advanced,Cardio + HIIT,70,346.5,6
62,64.2,199.8,16.08,male,muscle_gain,intermediate,Strength Training,60,269.6,4
45,107.1,185.0,31.29,male,muscle_gain,beginner,Strength Training,36,297.2,4
58,95.9,188.5,26.99,male,muscle_gain,beginner,Strength Training,35,240.5,4
63,50.5,166.9,18.13,female,weight_loss,intermediate,Cardio + HIIT,45,189.8,5
32,119.6,197.1,30.79,female,muscle_gain,beginner,Strength Training,27,266.4,4
41,119.6,176.5,38.39,male,muscle_gain,beginner,Strength Training,38,357.9,4
51,73.1,186.6,20.99,female,general_fitness,intermediate,Mixed Training,41,245.9,5
16,73.9,196.2,19.2,male,weight_loss,beginner,Cardio + HIIT,35,276.8,3
23,129.1,198.8,32.67,male,muscle_gain,advanced,Strength Training,57,634.7,5
64,98.2,191.7,26.72,male,muscle_gain,beginner,Strength Training,42,285.3,4
50,90.2,165.2,33.05,male,muscle_gain,beginner,Strength Training,25,169.1,4
30,116.2,198.3,29.55,male,endurance,beginner,Running + Cycling,25,363.1,3
62,69.2,181.4,21.03,male,weight_loss,beginner,Cardio + HIIT,36,209.3,3
37,81.5,196.5,21.11,male,weight_loss,intermediate,Cardio + HIIT,54,424.7,5
29,67.8,183.8,20.07,male,endurance,intermediate,Running + Cycling,44,374.8,5
41,112.1,165.4,40.98,female,muscle_gain,intermediate,Strength Training,45,397.3,4
43,93.7,168.5,33.0,male,muscle_gain,intermediate,Strength Training,55,401.5,5
38,101.0,177.5,32.06,male,weight_loss,beginner,Cardio + HIIT,36,349.1,3
29,66.4,189.5,18.49,female,weight_loss,intermediate,Cardio + HIIT,51,340.3,5
39,63.7,165.9,23.14,male,weight_loss,beginner,Cardio + HIIT,27,164.3,3
17,86.5,179.0,27.0,female,weight_loss,beginner,Cardio + HIIT,26,239.5,4
60,107.7,167.3,38.48,female,endurance,advanced,Running + Cycling,61,698.0,6
41,89.6,190.8,24.61,male,general_fitness,advanced,Mixed Training,56,434.6,6
29,47.8,173.3,15.92,female,weight_loss,intermediate,Cardio + HIIT,60,288.2,4
22,118.8,153.8,50.22,female,muscle_gain,beginner,Strength Training,31,319.2,4
18,50.5,158.3,20.15,female,weight_loss,beginner,Cardio + HIIT,35,187.4,3
62,126.2,153.1,53.84,female,muscle_gain,advanced,Strength Training,65,574.2,5
38,47.1,175.0,15.38,male,weight_loss,beginner,Cardio + HIIT,38,171.8,3
61,104.0,155.3,43.12,female,general_fitness,beginner,Mixed Training,27,217.5,3
58,52.0,155.7,21.45,male,endurance,beginner,Running + Cycling,38,212.4,4
62,122.4,197.1,31.51,male,general_fitness,beginner,Mixed Training,35,329.9,4
60,84.5,193.6,22.54,male,general_fitness,beginner,Mixed Training,28,184.4,4
33,56.7,172.6,19.03,male,muscle_gain,intermediate,Strength Training,56,260.6,4
53,74.0,199.3,18.63,male,muscle_gain,intermediate,Strength Training,55,300.2,5
50,59.0,150.0,26.22,female,weight_loss,advanced,Cardio + HIIT,57,302.7,5
30,59.5,180.7,18.22,female,muscle_gain,beginner,Strength Training,34,168.6,3
40,125.6,180.8,38.42,male,general_fitness,beginner,Mixed Training,45,492.2,3
52,82.8,172.9,27.7,female,weight_loss,intermediate,Cardio + HIIT,54,397.9,5
43,112.0,169.8,38.85,female,general_fitness,intermediate,Mixed Training,47,451.2,4
25,99.4,172.8,33.29,male,muscle_gain,intermediate,Strength Training,57,484.0,5
54,102.5,170.7,35.18,male,general_fitness,advanced,Mixed Training,57,471.3,6
32,56.2,186.5,16.16,female,general_fitness,beginner,Mixed Training,31,158.1,4
54,64.9,156.8,26.4,female,endurance,advanced,Running + Cycling,64,456.9,5
37,111.9,159.9,43.77,female,endurance,intermediate,Running + Cycling,59,796.4,5
41,127.5,159.0,50.43,female,muscle_gain,beginner,Strength Training,33,331.3,3
59,67.3,163.1,25.3,male,flexibility,advanced,Yoga + Stretching,68,195.6,5
40,68.1,176.3,21.91,male,general_fitness,intermediate,Mixed Training,53,314.3,4
32,85.2,155.6,35.19,female,flexibility,beginner,Yoga + Stretching,35,147.6,3
28,128.6,193.4,34.38,male,endurance,beginner,Running + Cycling,25,405.9,4
35,67.9,164.9,24.97,female,endurance,beginner,Running + Cycling,28,231.7,4
40,79.6,158.1,31.85,female,flexibility,intermediate,Yoga + Stretching,45,170.1,5
19,120.8,183.8,35.76,female,muscle_gain,beginner,Strength Training,29,308.0,4
25,45.2,151.9,19.59,female,flexibility,beginner,Yoga + Stretching,27,80.0,3
18,48.4,181.0,14.77,male,muscle_gain,beginner,Strength Training,26,111.2,3
56,96.3,184.9,28.17,female,weight_loss,intermediate,Cardio + HIIT,42,351.9,4
60,122.1,160.7,47.28,female,muscle_gain,advanced,Strength Training,63,544.9,5
33,65.3,152.1,28.23,female,muscle_gain,advanced,Strength Training,73,391.3,6
62,84.9,168.2,30.01,female,weight_loss,beginner,Cardio + HIIT,43,306.7,4
51,83.3,154.9,34.72,male,weight_loss,advanced,Cardio + HIIT,71,529.3,5
62,85.2,155.8,35.1,female,muscle_gain,intermediate,Strength Training,57,339.9,4
37,97.9,162.7,36.98,female,weight_loss,advanced,Cardio + HIIT,65,614.1,5
49,84.9,164.8,31.26,male,muscle_gain,intermediate,Strength Training,51,326.5,4
62,83.0,176.5,26.64,female,endurance,intermediate,Running + Cycling,42,366.0,5
23,85.3,183.9,25.22,female,general_fitness,advanced,Mixed Training,72,582.7,5
55,95.2,179.6,29.51,female,endurance,beginner,Running + Cycling,30,312.4,4
64,90.6,157.4,36.57,male,general_fitness,intermediate,Mixed Training,46,317.1,5
59,117.6,158.6,46.75,female,endurance,advanced,Running + Cycling,55,691.3,5
34,49.2,193.9,13.09,female,weight_loss,advanced,Cardio + HIIT,60,289.3,5
57,115.8,177.9,36.59,male,endurance,advanced,Running + Cycling,72,800.0,6
56,116.7,193.5,31.17,male,endurance,intermediate,Running + Cycling,52,659.9,5
52,69.2,168.6,24.34,male,muscle_gain,beginner,Strength Training,43,220.7,3
21,84.3,180.7,25.82,female,weight_loss,beginner,Cardio + HIIT,31,273.1,4
41,82.3,176.2,26.51,female,endurance,intermediate,Running + Cycling,58,563.9,4
49,63.6,166.0,23.08,male,weight_loss,intermediate,Cardio + HIIT,48,276.3,4
60,78.7,173.5,26.14,male,endurance,beginner,Running + Cycling,27,225.8,4
21,48.8,175.1,15.92,male,weight_loss,beginner,Cardio + HIIT,36,183.6,4
52,68.6,160.0,26.8,female,endurance,intermediate,Running + Cycling,59,450.3,4
48,114.4,165.8,41.62,male,muscle_gain,advanced,Strength Training,72,624.6,5
37,69.2,189.6,19.25,male,weight_loss,advanced,Cardio + HIIT,62,414.0,6
