age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
21,48.8,175.1,15.92,male,weight_loss,beginner,Cardio + HIIT,36,183.6,4,Underweight,Young,69.4
52,68.6,160.0,26.8,female,endurance,intermediate,Running + Cycling,59,450.3,4,Overweight,Middle-aged,128.5
48,114.4,165.8,41.62,male,muscle_gain,advanced,Strength Training,72,624.6,5,Obese,Middle-aged,166.0
37,69.2,189.6,19.25,male,weight_loss,advanced,Cardio + HIIT,62,414.0,6,Normal,Adult,163.0
36,114.5,195.8,29.87,male,muscle_gain,advanced,Strength Training,63,583.1,6,Overweight,Adult,163.5
21,90.2,168.0,31.96,female,endurance,advanced,Running + Cycling,67,789.4,6,Obese,Young,165.5
21,119.8,165.3,43.84,male,flexibility,intermediate,Yoga + Stretching,47,294.2,5,Obese,Young,118.9
63,93.9,159.8,36.77,male,general_fitness,advanced,Mixed Training,64,460.0,5,Obese,Senior,164.0
19,47.5,183.9,14.05,female,muscle_gain,intermediate,Strength Training,56,233.9,4,Underweight,Young,117.4
45,102.4,166.2,37.07,male,endurance,advanced,Running + Cycling,61,722.2,5,Obese,Middle-aged,162.5
26,48.8,199.4,12.27,male,muscle_gain,advanced,Strength Training,71,294.5,6,Underweight,Adult,162.4
45,83.3,166.3,30.12,female,muscle_gain,advanced,Strength Training,72,462.3,6,Obese,Middle-aged,166.0
46,124.0,169.7,43.06,male,weight_loss,beginner,Cardio + HIIT,26,296.6,3,Obese,Middle-aged,75.7
39,59.0,180.2,18.17,female,endurance,beginner,Running + Cycling,27,190.2,4,Underweight,Adult,65.5
24,78.1,190.1,21.61,male,muscle_gain,beginner,Strength Training,43,288.3,4,Normal,Young,83.3
18,107.0,173.5,35.55,female,weight_loss,beginner,Cardio + HIIT,25,283.6,4,Obese,Young,73.9
46,120.0,171.1,40.99,male,endurance,beginner,Running + Cycling,45,621.0,4,Obese,Middle-aged,88.5
55,102.0,199.8,25.55,female,endurance,beginner,Running + Cycling,45,502.0,4,Overweight,Senior,88.5
52,66.9,150.5,29.54,male,muscle_gain,beginner,Strength Training,34,168.7,4,Overweight,Middle-aged,66.9
51,102.3,194.8,26.96,male,weight_loss,intermediate,Cardio + HIIT,60,549.4,4,Overweight,Middle-aged,129.0
39,70.2,157.5,28.3,female,muscle_gain,intermediate,Strength Training,53,296.1,4,Overweight,Adult,122.1
46,106.1,189.3,29.61,female,muscle_gain,beginner,Strength Training,37,301.0,3,Overweight,Middle-aged,81.6
21,126.1,180.9,38.53,male,endurance,intermediate,Running + Cycling,48,790.6,4,Obese,Young,123.0
17,106.3,167.1,38.07,female,muscle_gain,intermediate,Strength Training,45,424.5,5,Obese,Young,121.5
35,118.3,193.7,31.53,male,endurance,intermediate,Running + Cycling,45,648.8,4,Obese,Adult,121.5
43,45.2,150.6,19.93,female,general_fitness,advanced,Mixed Training,73,282.8,5,Normal,Middle-aged,161.3
26,106.0,161.3,40.74,male,weight_loss,beginner,Cardio + HIIT,45,486.5,3,Obese,Adult,88.5
19,115.5,178.3,36.33,female,general_fitness,beginner,Mixed Training,34,379.8,3,Obese,Young,83.0
30,48.4,167.6,17.23,male,muscle_gain,intermediate,Strength Training,42,169.4,5,Underweight,Adult,103.9
21,119.1,180.5,36.56,male,weight_loss,beginner,Cardio + HIIT,42,522.7,4,Obese,Young,87.0
64,66.8,151.2,29.22,male,muscle_gain,intermediate,Strength Training,60,277.2,4,Overweight,Senior,123.7
45,101.5,155.8,41.81,male,weight_loss,beginner,Cardio + HIIT,43,403.7,3,Obese,Middle-aged,87.5
53,113.0,156.4,46.2,female,weight_loss,beginner,Cardio + HIIT,29,290.0,4,Obese,Middle-aged,76.5
17,101.3,159.5,39.82,female,muscle_gain,beginner,Strength Training,35,314.7,4,Obese,Young,82.0
30,52.8,173.0,17.64,female,flexibility,beginner,Yoga + Stretching,34,89.8,3,Underweight,Adult,59.0
26,95.7,187.6,27.19,male,general_fitness,intermediate,Mixed Training,56,501.1,5,Overweight,Adult,127.0
23,91.7,195.3,24.04,male,endurance,intermediate,Running + Cycling,43,510.1,5,Normal,Young,120.5
41,121.5,191.8,33.03,female,weight_loss,beginner,Cardio + HIIT,45,516.7,3,Obese,Middle-aged,88.5
60,79.4,159.8,31.09,female,endurance,beginner,Running + Cycling,42,354.3,4,Obese,Senior,87.0
59,72.3,172.1,24.41,male,endurance,beginner,Running + Cycling,42,324.5,3,Normal,Senior,86.4
20,108.7,160.0,42.46,female,flexibility,beginner,Yoga + Stretching,25,142.7,3,Obese,Young,59.8
21,80.1,163.2,30.07,female,flexibility,advanced,Yoga + Stretching,68,284.6,6,Obese,Young,161.5
41,99.9,175.2,32.55,female,general_fitness,beginner,Mixed Training,32,276.9,4,Obese,Middle-aged,76.7
19,99.9,153.4,42.45,male,muscle_gain,intermediate,Strength Training,41,360.1,5,Obese,Young,119.5
34,120.5,160.9,46.55,male,endurance,advanced,Running + Cycling,73,800.0,6,Obese,Adult,166.0
35,95.9,196.8,24.76,male,weight_loss,beginner,Cardio + HIIT,39,364.7,4,Normal,Adult,85.5
48,87.7,173.3,29.2,male,general_fitness,intermediate,Mixed Training,41,299.9,5,Overweight,Middle-aged,116.5
35,56.8,172.3,19.13,male,weight_loss,advanced,Cardio + HIIT,58,321.2,5,Normal,Adult,160.1
64,54.8,150.7,24.13,male,weight_loss,advanced,Cardio + HIIT,55,250.2,6,Normal,Senior,151.5
27,58.1,162.4,22.03,female,weight_loss,intermediate,Cardio + HIIT,58,342.0,4,Normal,Adult,128.0
62,59.6,193.3,15.95,male,flexibility,advanced,Yoga + Stretching,75,187.7,6,Underweight,Senior,151.8
16,99.2,158.2,39.64,male,muscle_gain,advanced,Strength Training,64,566.1,6,Obese,Young,164.0
41,108.0,170.8,37.02,female,muscle_gain,beginner,Strength Training,25,212.6,4,Obese,Middle-aged,66.8
29,90.0,150.7,39.63,female,general_fitness,advanced,Mixed Training,74,613.6,6,Obese,Adult,166.0
53,115.5,173.9,38.19,female,general_fitness,intermediate,Mixed Training,54,506.0,5,Obese,Middle-aged,126.0
52,129.3,151.1,56.63,male,muscle_gain,intermediate,Strength Training,43,412.4,4,Obese,Middle-aged,120.5
26,114.7,191.0,31.44,female,weight_loss,advanced,Cardio + HIIT,61,713.7,5,Obese,Adult,162.5
51,104.1,191.2,28.48,female,flexibility,advanced,Yoga + Stretching,61,284.2,5,Overweight,Middle-aged,157.9
28,90.3,189.4,25.17,male,general_fitness,beginner,Mixed Training,42,351.1,4,Overweight,Adult,87.0
58,83.2,164.2,30.86,female,muscle_gain,beginner,Strength Training,37,220.6,4,Obese,Senior,73.6
18,52.2,191.9,14.17,male,endurance,intermediate,Running + Cycling,49,338.9,5,Underweight,Young,123.5
48,78.9,177.1,25.16,male,weight_loss,intermediate,Cardio + HIIT,47,337.5,4,Overweight,Middle-aged,122.5
21,122.4,168.7,43.01,male,flexibility,intermediate,Yoga + Stretching,49,313.4,4,Obese,Young,121.8
25,113.7,181.3,34.59,male,endurance,advanced,Running + Cycling,68,800.0,6,Obese,Adult,166.0
20,63.4,150.6,27.95,male,muscle_gain,advanced,Strength Training,68,377.2,5,Overweight,Young,166.0
38,84.7,157.1,34.32,female,weight_loss,intermediate,Cardio + HIIT,59,479.7,5,Obese,Adult,128.5
25,114.4,187.1,32.68,male,general_fitness,beginner,Mixed Training,35,376.2,4,Obese,Adult,83.5
59,50.7,162.2,19.27,female,endurance,intermediate,Running + Cycling,45,243.8,4,Normal,Senior,112.9
17,77.9,179.9,24.07,female,weight_loss,intermediate,Cardio + HIIT,60,497.8,4,Normal,Young,129.0
28,117.4,169.3,40.96,male,endurance,intermediate,Running + Cycling,40,592.9,4,Obese,Adult,119.0
55,79.3,192.7,21.36,male,endurance,intermediate,Running + Cycling,58,503.1,4,Normal,Senior,128.0
17,51.6,197.6,13.22,female,muscle_gain,intermediate,Strength Training,46,210.7,5,Underweight,Young,110.1
35,91.1,194.2,24.16,female,endurance,beginner,Running + Cycling,42,466.3,4,Normal,Adult,87.0
16,118.2,163.5,44.22,male,endurance,beginner,Running + Cycling,27,426.8,3,Obese,Young,79.5
52,95.2,159.7,37.33,male,general_fitness,intermediate,Mixed Training,59,458.2,4,Obese,Middle-aged,128.5
24,64.2,173.7,21.28,female,weight_loss,beginner,Cardio + HIIT,35,231.4,3,Normal,Young,73.6
32,77.7,150.4,34.35,male,weight_loss,beginner,Cardio + HIIT,29,223.1,3,Obese,Adult,69.8
24,83.3,151.3,36.39,female,weight_loss,beginner,Cardio + HIIT,43,368.9,4,Obese,Young,87.5
26,94.2,177.7,29.83,female,endurance,intermediate,Running + Cycling,60,720.6,5,Overweight,Adult,129.0
30,109.5,176.0,35.35,male,endurance,beginner,Running + Cycling,26,355.9,4,Obese,Adult,79.0
39,53.4,199.7,13.39,male,general_fitness,advanced,Mixed Training,58,271.1,6,Underweight,Adult,155.1
53,120.6,160.1,47.05,male,endurance,intermediate,Running + Cycling,49,653.7,5,Obese,Middle-aged,123.5
50,46.0,162.9,17.33,female,muscle_gain,intermediate,Strength Training,41,141.4,5,Underweight,Middle-aged,100.6
45,76.5,155.7,31.56,male,general_fitness,intermediate,Mixed Training,47,304.9,5,Obese,Middle-aged,120.0
46,47.3,195.9,12.33,male,weight_loss,beginner,Cardio + HIIT,25,108.8,3,Underweight,Middle-aged,56.4
64,78.4,188.9,21.97,female,flexibility,intermediate,Yoga + Stretching,45,146.4,5,Normal,Senior,103.1
20,89.7,191.1,24.56,male,muscle_gain,advanced,Strength Training,65,510.2,5,Normal,Young,164.5
59,88.5,195.1,23.25,male,endurance,advanced,Running + Cycling,64,605.3,5,Normal,Senior,164.0
29,59.1,176.2,19.04,female,endurance,advanced,Running + Cycling,67,497.4,5,Normal,Adult,165.5
26,99.9,172.6,33.53,male,endurance,intermediate,Running + Cycling,40,509.5,5,Obese,Adult,119.0
24,48.8,166.5,17.6,female,weight_loss,beginner,Cardio + HIIT,26,130.7,4,Underweight,Young,59.1
49,109.8,179.5,34.08,female,muscle_gain,beginner,Strength Training,27,223.6,4,Obese,Middle-aged,68.9
27,125.5,172.7,42.08,male,endurance,intermediate,Running + Cycling,48,764.3,5,Obese,Adult,123.0
50,73.9,172.6,24.81,male,flexibility,beginner,Yoga + Stretching,29,96.4,3,Normal,Middle-aged,57.1
50,89.0,196.8,22.98,male,muscle_gain,beginner,Strength Training,34,227.0,4,Normal,Middle-aged,72.7
16,77.2,199.2,19.46,female,general_fitness,advanced,Mixed Training,64,484.6,5,Normal,Young,164.0
55,45.6,189.8,12.66,male,muscle_gain,beginner,Strength Training,36,119.7,4,Underweight,Senior,63.0
37,77.8,187.8,22.06,female,muscle_gain,beginner,Strength Training,42,262.8,4,Normal,Adult,80.3
44,112.3,184.0,33.17,female,flexibility,advanced,Yoga + Stretching,75,391.6,5,Obese,Middle-aged,166.0
23,95.7,158.3,38.19,male,endurance,advanced,Running + Cycling,75,800.0,5,Obese,Young,166.0
26,53.6,153.0,22.9,female,general_fitness,beginner,Mixed Training,25,125.3,3,Normal,Adult,58.0
56,117.0,184.5,34.37,male,endurance,advanced,Running + Cycling,57,725.3,6,Obese,Senior,160.5
52,90.1,186.4,25.93,female,muscle_gain,advanced,Strength Training,59,394.3,6,Overweight,Middle-aged,161.5
29,116.5,152.3,50.23,female,weight_loss,intermediate,Cardio + HIIT,56,655.7,4,Obese,Adult,127.0
45,94.3,196.4,24.45,male,muscle_gain,beginner,Strength Training,32,232.6,4,Normal,Middle-aged,72.3
50,92.6,154.6,38.74,male,weight_loss,beginner,Cardio + HIIT,41,341.7,3,Obese,Middle-aged,86.5
36,53.9,164.3,19.97,female,endurance,intermediate,Running + Cycling,48,313.7,5,Normal,Adult,121.4
52,59.2,183.6,17.56,female,weight_loss,beginner,Cardio + HIIT,30,158.1,3,Underweight,Middle-aged,63.8
20,127.6,158.5,50.79,female,weight_loss,advanced,Cardio + HIIT,71,800.0,5,Obese,Young,166.0
34,64.4,152.8,27.58,male,weight_loss,advanced,Cardio + HIIT,62,391.3,6,Overweight,Adult,163.0
29,128.1,166.6,46.15,male,weight_loss,advanced,Cardio + HIIT,75,800.0,5,Obese,Adult,166.0
41,90.2,188.3,25.44,male,muscle_gain,advanced,Strength Training,61,433.3,6,Overweight,Middle-aged,162.5
19,56.5,170.7,19.39,female,general_fitness,advanced,Mixed Training,61,333.3,6,Normal,Young,162.5
40,53.4,182.6,16.02,male,flexibility,beginner,Yoga + Stretching,39,98.9,3,Underweight,Middle-aged,62.4
60,62.8,179.0,19.6,male,endurance,beginner,Running + Cycling,31,206.8,3,Normal,Senior,69.2
57,123.7,151.1,54.18,female,flexibility,intermediate,Yoga + Stretching,47,251.5,5,Obese,Senior,114.6
40,80.2,199.4,20.17,male,weight_loss,beginner,Cardio + HIIT,33,251.4,4,Normal,Middle-aged,74.6
33,78.6,152.1,33.98,male,general_fitness,intermediate,Mixed Training,54,383.2,4,Obese,Adult,126.0
55,71.6,198.4,18.19,male,weight_loss,intermediate,Cardio + HIIT,41,256.9,4,Underweight,Senior,112.2
23,57.5,177.5,18.25,female,muscle_gain,advanced,Strength Training,61,302.5,5,Underweight,Young,159.8
54,86.5,198.2,22.02,male,endurance,intermediate,Running + Cycling,54,513.8,5,Normal,Middle-aged,126.0
55,56.1,155.7,23.14,male,weight_loss,advanced,Cardio + HIIT,72,353.4,6,Normal,Senior,166.0
29,116.0,174.5,38.09,male,endurance,beginner,Running + Cycling,42,612.0,4,Obese,Adult,87.0
47,76.5,158.5,30.45,female,muscle_gain,intermediate,Strength Training,49,285.8,4,Obese,Middle-aged,119.1
53,76.9,152.5,33.07,female,flexibility,beginner,Yoga + Stretching,42,142.9,3,Obese,Middle-aged,68.3
48,85.3,180.9,26.07,male,muscle_gain,advanced,Strength Training,55,355.8,6,Overweight,Middle-aged,159.5
38,82.8,160.4,32.18,male,weight_loss,beginner,Cardio + HIIT,31,246.4,4,Obese,Adult,73.1
30,129.6,179.4,40.27,female,endurance,intermediate,Running + Cycling,42,680.4,4,Obese,Adult,120.0
48,91.4,155.6,37.75,female,weight_loss,beginner,Cardio + HIIT,38,316.1,4,Obese,Middle-aged,83.6
40,52.5,166.6,18.92,female,muscle_gain,beginner,Strength Training,36,149.6,3,Normal,Middle-aged,66.0
32,96.6,189.1,27.01,female,weight_loss,intermediate,Cardio + HIIT,53,506.9,4,Overweight,Adult,125.5
48,57.9,171.9,19.59,female,endurance,intermediate,Running + Cycling,43,283.2,4,Normal,Middle-aged,115.8
62,47.6,181.4,14.47,female,endurance,beginner,Running + Cycling,37,184.9,4,Underweight,Senior,70.0
17,127.5,182.4,38.32,male,muscle_gain,beginner,Strength Training,40,452.6,4,Obese,Young,86.0
29,110.8,192.2,29.99,male,general_fitness,intermediate,Mixed Training,55,561.4,4,Overweight,Adult,126.5
55,128.3,166.2,46.45,male,general_fitness,intermediate,Mixed Training,44,452.8,4,Obese,Senior,121.0
55,85.6,184.4,25.17,female,endurance,beginner,Running + Cycling,44,411.9,4,Overweight,Senior,88.0
54,90.2,198.1,22.98,female,endurance,intermediate,Running + Cycling,45,446.5,4,Normal,Middle-aged,121.5
21,59.3,186.5,17.05,female,weight_loss,beginner,Cardio + HIIT,30,185.9,4,Underweight,Young,66.6
21,66.0,174.5,21.67,male,endurance,intermediate,Running + Cycling,57,491.4,5,Normal,Young,127.5
18,116.3,181.5,35.3,male,weight_loss,beginner,Cardio + HIIT,30,369.8,4,Obese,Young,81.0
22,75.3,187.0,21.53,male,weight_loss,intermediate,Cardio + HIIT,46,360.2,4,Normal,Young,122.0
23,115.3,180.6,35.35,male,general_fitness,beginner,Mixed Training,40,437.6,3,Obese,Young,86.0
57,105.3,150.8,46.3,female,endurance,advanced,Running + Cycling,63,717.3,5,Obese,Senior,163.5
30,60.1,159.7,23.56,female,muscle_gain,beginner,Strength Training,37,185.3,3,Normal,Adult,70.0
62,88.1,190.5,24.28,male,weight_loss,beginner,Cardio + HIIT,36,266.4,4,Normal,Senior,77.6
44,102.6,163.6,38.33,male,endurance,beginner,Running + Cycling,43,512.9,3,Obese,Middle-aged,87.5
48,65.0,186.6,18.67,female,weight_loss,advanced,Cardio + HIIT,55,325.3,6,Normal,Middle-aged,159.0
45,115.6,168.6,40.67,male,weight_loss,intermediate,Cardio + HIIT,47,502.6,4,Obese,Middle-aged,122.5
54,91.3,176.1,29.44,female,weight_loss,intermediate,Cardio + HIIT,43,345.5,4,Overweight,Middle-aged,120.5
42,59.0,153.4,25.07,male,muscle_gain,advanced,Strength Training,75,346.6,5,Overweight,Middle-aged,166.0
51,94.6,159.1,37.37,male,endurance,advanced,Running + Cycling,73,772.6,5,Obese,Middle-aged,166.0
44,130.0,197.9,33.19,male,weight_loss,intermediate,Cardio + HIIT,60,725.4,4,Obese,Middle-aged,129.0
53,57.8,194.5,15.28,male,endurance,beginner,Running + Cycling,29,185.4,4,Underweight,Middle-aged,66.0
48,114.4,182.6,34.31,female,weight_loss,advanced,Cardio + HIIT,71,739.1,5,Obese,Middle-aged,166.0
52,62.6,173.0,20.92,male,endurance,beginner,Running + Cycling,27,188.0,3,Normal,Middle-aged,65.3
42,111.5,183.8,33.01,male,general_fitness,intermediate,Mixed Training,58,557.2,4,Obese,Middle-aged,128.0
48,107.4,180.9,32.82,male,endurance,intermediate,Running + Cycling,40,488.7,4,Obese,Middle-aged,119.0
19,70.5,178.4,22.15,male,general_fitness,advanced,Mixed Training,55,375.0,5,Normal,Young,159.5
37,72.7,153.0,31.06,male,general_fitness,intermediate,Mixed Training,59,379.4,5,Obese,Adult,128.5
17,112.4,181.6,34.08,male,muscle_gain,intermediate,Strength Training,48,478.8,4,Obese,Young,123.0
25,84.2,188.4,23.72,female,endurance,advanced,Running + Cycling,59,636.5,6,Normal,Adult,161.5
20,107.1,199.7,26.86,female,general_fitness,beginner,Mixed Training,31,319.6,3,Overweight,Young,80.5
25,57.6,150.6,25.4,male,muscle_gain,beginner,Strength Training,30,147.6,4,Overweight,Adult,62.8
48,117.5,186.5,33.78,male,weight_loss,intermediate,Cardio + HIIT,56,598.8,4,Obese,Middle-aged,127.0
53,105.4,178.6,33.04,male,general_fitness,advanced,Mixed Training,71,607.1,5,Obese,Middle-aged,166.0
28,122.1,171.7,41.42,male,endurance,beginner,Running + Cycling,37,570.4,4,Obese,Adult,84.5
46,56.3,156.4,23.02,female,weight_loss,beginner,Cardio + HIIT,36,186.5,3,Normal,Middle-aged,69.6
62,95.4,170.5,32.82,female,muscle_gain,beginner,Strength Training,28,187.0,4,Obese,Senior,65.7
51,95.9,167.7,34.1,female,flexibility,beginner,Yoga + Stretching,32,137.3,3,Obese,Middle-aged,62.7
60,75.0,165.1,27.51,male,muscle_gain,advanced,Strength Training,59,313.4,6,Overweight,Senior,159.8
39,84.0,186.5,24.15,male,endurance,intermediate,Running + Cycling,44,441.2,5,Normal,Adult,121.0
30,48.2,185.0,14.08,female,flexibility,intermediate,Yoga + Stretching,52,125.3,5,Underweight,Adult,104.5
44,108.4,179.5,33.64,male,endurance,intermediate,Running + Cycling,50,630.1,4,Obese,Middle-aged,124.0
23,91.7,196.9,23.65,male,muscle_gain,advanced,Strength Training,62,490.4,6,Normal,Young,163.0
20,49.9,167.5,17.79,female,endurance,beginner,Running + Cycling,32,209.6,3,Underweight,Young,70.0
44,102.9,162.2,39.11,female,endurance,beginner,Running + Cycling,25,299.1,4,Obese,Middle-aged,75.4
62,84.7,182.8,25.35,female,endurance,intermediate,Running + Cycling,52,462.5,5,Overweight,Senior,125.0
19,47.9,159.9,18.73,male,muscle_gain,beginner,Strength Training,29,122.1,4,Normal,Young,59.7
27,127.4,165.8,46.34,male,muscle_gain,intermediate,Strength Training,60,646.6,4,Obese,Adult,129.0
60,125.7,161.2,48.37,male,general_fitness,beginner,Mixed Training,32,313.4,3,Obese,Senior,80.3
17,88.6,153.5,37.6,female,weight_loss,beginner,Cardio + HIIT,41,386.9,3,Obese,Young,86.5
42,53.0,191.4,14.47,male,weight_loss,beginner,Cardio + HIIT,37,184.3,4,Underweight,Middle-aged,69.9
46,109.1,162.7,41.21,female,muscle_gain,advanced,Strength Training,63,527.0,5,Obese,Middle-aged,163.5
51,86.8,173.7,28.77,female,flexibility,beginner,Yoga + Stretching,26,101.0,3,Overweight,Middle-aged,56.1
51,70.7,152.2,30.52,male,weight_loss,advanced,Cardio + HIIT,73,461.9,6,Obese,Middle-aged,166.0
41,86.8,185.0,25.36,male,weight_loss,beginner,Cardio + HIIT,44,360.9,4,Overweight,Middle-aged,88.0
58,89.4,166.5,32.25,male,weight_loss,advanced,Cardio + HIIT,71,545.9,5,Obese,Senior,166.0
42,92.8,187.2,26.48,female,endurance,advanced,Running + Cycling,61,665.1,5,Overweight,Middle-aged,162.5
20,82.5,170.6,28.35,female,weight_loss,advanced,Cardio + HIIT,57,493.8,5,Overweight,Young,160.5
35,96.5,159.8,37.79,female,muscle_gain,advanced,Strength Training,73,572.4,6,Obese,Adult,166.0
26,123.1,175.7,39.88,male,muscle_gain,beginner,Strength Training,43,449.9,4,Obese,Adult,87.5
25,75.8,156.5,30.95,male,general_fitness,beginner,Mixed Training,33,235.0,4,Obese,Adult,73.0
55,106.7,172.0,36.07,female,muscle_gain,intermediate,Strength Training,49,381.2,5,Obese,Senior,123.5
53,121.0,165.9,43.96,male,weight_loss,beginner,Cardio + HIIT,38,406.9,4,Obese,Middle-aged,85.0
21,83.8,195.6,21.9,female,muscle_gain,beginner,Strength Training,42,306.5,3,Normal,Young,84.6
23,82.7,153.0,35.33,female,general_fitness,advanced,Mixed Training,69,541.4,5,Obese,Young,166.0
38,96.2,184.7,28.2,male,endurance,intermediate,Running + Cycling,40,461.8,4,Overweight,Adult,119.0
62,95.3,159.1,37.65,male,general_fitness,intermediate,Mixed Training,45,330.2,5,Obese,Senior,121.5
41,113.6,166.0,41.23,male,flexibility,advanced,Yoga + Stretching,69,370.4,6,Obese,Middle-aged,166.0
61,85.5,170.8,29.31,male,weight_loss,intermediate,Cardio + HIIT,45,325.1,4,Overweight,Senior,121.0
58,129.7,195.4,33.97,female,endurance,intermediate,Running + Cycling,57,794.7,4,Obese,Senior,127.5
27,50.1,162.1,19.07,female,weight_loss,advanced,Cardio + HIIT,55,279.7,5,Normal,Adult,154.5
41,45.3,154.6,18.95,female,endurance,beginner,Running + Cycling,27,144.5,4,Normal,Middle-aged,61.0
28,99.4,165.9,36.12,female,weight_loss,beginner,Cardio + HIIT,41,411.6,4,Obese,Adult,86.5
55,70.4,155.2,29.23,male,muscle_gain,advanced,Strength Training,70,359.3,6,Overweight,Senior,166.0
33,65.4,156.4,26.74,male,general_fitness,advanced,Mixed Training,62,366.1,6,Overweight,Adult,163.0
40,71.5,178.7,22.39,female,weight_loss,advanced,Cardio + HIIT,71,482.3,6,Normal,Middle-aged,166.0
48,66.8,153.0,28.54,male,general_fitness,intermediate,Mixed Training,47,261.9,4,Overweight,Middle-aged,115.7
62,47.6,151.5,20.74,female,weight_loss,advanced,Cardio + HIIT,71,283.9,5,Normal,Senior,161.4
55,127.6,185.7,37.0,female,weight_loss,beginner,Cardio + HIIT,33,368.4,4,Obese,Senior,82.5
58,63.8,168.1,22.58,male,general_fitness,beginner,Mixed Training,36,181.1,4,Normal,Senior,69.1
27,107.4,156.3,43.96,male,endurance,intermediate,Running + Cycling,58,790.3,4,Obese,Adult,128.0
59,109.8,162.7,41.48,female,endurance,intermediate,Running + Cycling,43,504.6,5,Obese,Senior,120.5
51,124.0,182.1,37.39,female,weight_loss,beginner,Cardio + HIIT,45,499.4,4,Obese,Middle-aged,88.5
63,47.6,163.8,17.74,male,muscle_gain,beginner,Strength Training,35,115.9,3,Underweight,Senior,62.1
19,119.1,174.7,39.02,female,endurance,beginner,Running + Cycling,28,439.8,4,Obese,Young,80.0
20,89.8,156.1,36.85,female,endurance,intermediate,Running + Cycling,53,624.7,5,Obese,Young,125.5
52,98.8,179.4,30.7,female,muscle_gain,advanced,Strength Training,68,498.3,5,Obese,Middle-aged,166.0
23,99.8,165.8,36.3,male,general_fitness,intermediate,Mixed Training,45,426.1,5,Obese,Young,121.5
57,114.7,181.3,34.9,male,endurance,beginner,Running + Cycling,41,508.5,4,Obese,Senior,86.5
64,73.3,190.4,20.22,female,general_fitness,intermediate,Mixed Training,41,228.7,4,Normal,Senior,109.4
43,107.3,180.6,32.9,female,endurance,intermediate,Running + Cycling,47,589.4,4,Obese,Middle-aged,122.5
46,89.9,164.8,33.1,male,endurance,intermediate,Running + Cycling,43,444.6,5,Obese,Middle-aged,120.5
24,112.4,162.8,42.41,female,weight_loss,beginner,Cardio + HIIT,34,393.6,3,Obese,Young,83.0
44,129.2,166.4,46.66,female,muscle_gain,intermediate,Strength Training,46,460.6,4,Obese,Middle-aged,122.0
29,62.1,158.2,24.81,male,general_fitness,advanced,Mixed Training,58,331.8,6,Normal,Adult,161.0
55,129.5,159.1,51.16,female,weight_loss,beginner,Cardio + HIIT,40,453.2,3,Obese,Senior,86.0
56,52.6,189.5,14.65,female,weight_loss,beginner,Cardio + HIIT,38,173.9,4,Underweight,Senior,69.4
37,45.2,169.2,15.79,male,muscle_gain,intermediate,Strength Training,55,199.9,4,Underweight,Adult,113.5
26,48.8,171.8,16.53,male,weight_loss,intermediate,Cardio + HIIT,48,238.9,4,Underweight,Adult,113.9
38,74.1,179.7,22.95,female,general_fitness,beginner,Mixed Training,28,182.6,4,Normal,Adult,65.3
16,98.8,179.5,30.66,male,general_fitness,beginner,Mixed Training,30,290.7,4,Obese,Young,77.1
61,50.9,153.4,21.63,male,muscle_gain,beginner,Strength Training,25,89.6,4,Normal,Senior,54.5
52,45.5,191.6,12.39,female,weight_loss,advanced,Cardio + HIIT,61,247.0,5,Underweight,Middle-aged,154.2
36,124.7,158.9,49.39,female,endurance,intermediate,Running + Cycling,40,604.8,5,Obese,Adult,119.0
41,114.9,186.2,33.14,female,endurance,intermediate,Running + Cycling,58,787.2,5,Obese,Middle-aged,128.0
61,113.8,188.6,31.99,female,general_fitness,advanced,Mixed Training,62,546.5,5,Obese,Senior,163.0
51,120.2,185.7,34.86,male,endurance,beginner,Running + Cycling,27,363.1,3,Obese,Middle-aged,79.5
38,104.5,178.9,32.65,male,muscle_gain,advanced,Strength Training,55,459.8,5,Obese,Adult,159.5
16,53.9,150.7,23.73,male,muscle_gain,intermediate,Strength Training,40,192.2,5,Normal,Young,105.2
55,78.9,168.0,27.95,male,general_fitness,beginner,Mixed Training,31,196.2,3,Overweight,Senior,68.1
30,106.5,180.2,32.8,female,endurance,advanced,Running + Cycling,75,800.0,5,Obese,Adult,166.0
36,68.8,169.4,23.98,female,endurance,advanced,Running + Cycling,67,558.9,6,Normal,Adult,165.5
62,103.4,193.2,27.7,male,weight_loss,advanced,Cardio + HIIT,55,477.7,5,Overweight,Senior,159.5
24,47.1,165.4,17.22,male,endurance,beginner,Running + Cycling,40,242.6,3,Underweight,Young,77.3
24,71.0,164.7,26.17,male,flexibility,advanced,Yoga + Stretching,68,248.6,6,Overweight,Young,157.9
25,91.7,163.3,34.39,male,muscle_gain,advanced,Strength Training,58,454.3,5,Obese,Adult,161.0
41,98.7,166.6,35.56,male,muscle_gain,beginner,Strength Training,36,279.8,4,Obese,Middle-aged,79.0
56,94.0,177.9,29.7,male,weight_loss,beginner,Cardio + HIIT,36,294.4,4,Overweight,Senior,80.4
50,104.3,185.4,30.34,female,weight_loss,beginner,Cardio + HIIT,41,384.9,4,Obese,Middle-aged,86.5
40,45.5,183.1,13.57,male,weight_loss,advanced,Cardio + HIIT,75,324.2,6,Underweight,Middle-aged,165.4
